id.orig_p,id.resp_p,duration,orig_bytes,resp_bytes,conn_state,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label,proto_udp,service_dns,service_http,service_https,service_irc,service_ntp,service_ssh
41154,80,0.0,0.0,0.0,2,0,5417,1,60,0,0,0,False,False,True,False,False,False,False
49094,6667,3.083745,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49002,6667,1.484655,75.0,243.0,4,0,1477,7,447,8,667,1,False,False,False,False,True,False,False
49000,6667,4.095418,75.0,243.0,4,0,1477,9,567,6,563,1,False,False,False,False,True,False,False
49094,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49096,6667,3.081995,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49096,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49098,6667,3.1597,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49098,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
41154,80,0.0,0.0,0.0,2,0,5417,1,60,0,0,0,False,False,True,False,False,False,False
49104,6667,3.095753,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49104,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49106,6667,3.093494,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
123,123,0.001746,48.0,48.0,5,0,836,1,76,1,76,0,True,False,False,False,False,True,False
49012,6667,1.329994,75.0,243.0,4,0,1477,8,559,7,627,1,False,False,False,False,True,False,False
49106,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49108,6667,3.091487,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
49108,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49110,6667,3.089256,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49110,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49112,6667,3.087235,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49114,6667,3.109975,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49114,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49116,6667,3.107967,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
41186,80,3.118724,0.0,0.0,2,0,5417,3,180,0,0,0,False,False,True,False,False,False,False
49116,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49120,6667,3.105494,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
41186,80,0.0,0.0,0.0,2,0,5417,1,60,0,0,0,False,False,True,False,False,False,False
49120,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
123,123,0.001498,48.0,48.0,5,0,836,1,76,1,76,0,True,False,False,False,False,True,False
41186,80,0.0,0.0,0.0,2,0,5417,1,60,0,0,0,False,False,True,False,False,False,False
49124,6667,3.144719,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
49124,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49126,6667,3.142724,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
41186,80,0.0,0.0,0.0,2,0,5417,1,60,0,0,0,False,False,True,False,False,False,False
49126,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49128,6667,3.140713,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49128,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49130,6667,3.138715,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49130,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49132,6667,3.136714,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
41186,80,1.143354,152.0,100178.0,5,2896,2,73,4696,71,100982,0,False,False,True,False,False,False,False
49136,6667,3.118474,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
41202,80,1.958139,149.0,83792.0,5,5792,1,67,4033,61,85524,0,False,False,True,False,False,False,False
49042,6667,1.080627,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
49044,6667,1.105621,74.0,242.0,4,0,1477,7,446,6,562,1,False,False,False,False,True,False,False
41206,80,4.16038,149.0,103381.0,5,5792,2,75,4309,72,101341,0,False,False,True,False,False,False,False
41208,80,3.118976,0.0,0.0,2,0,5417,3,180,0,0,0,False,False,True,False,False,False,False
49046,6667,4.562408,75.0,243.0,4,0,1477,9,567,7,615,1,False,False,False,False,True,False,False
49142,6667,3.106482,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49048,6667,2.141281,75.0,243.0,4,0,1477,8,507,7,615,1,False,False,False,False,True,False,False
41208,80,0.0,0.0,0.0,2,0,5417,1,60,0,0,0,False,False,True,False,False,False,False
123,123,0.046954,48.0,48.0,5,0,836,1,76,1,76,0,True,False,False,False,False,True,False
49142,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49144,6667,3.104485,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
41208,80,0.0,0.0,0.0,2,0,5417,1,60,0,0,0,False,False,True,False,False,False,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
49144,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49146,6667,3.102483,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49146,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
41208,80,0.0,0.0,0.0,2,0,5417,1,60,0,0,0,False,False,True,False,False,False,False
49152,6667,3.12773,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49152,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49058,6667,2.106538,75.0,243.0,4,0,1477,8,507,6,563,1,False,False,False,False,True,False,False
49154,6667,3.125718,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49154,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49064,6667,1.085384,74.0,242.0,4,0,1477,7,446,6,562,1,False,False,False,False,True,False,False
49062,6667,1.085865,75.0,243.0,4,0,1477,8,499,6,563,1,False,False,False,False,True,False,False
49066,6667,2.080571,75.0,243.0,4,0,1477,8,507,6,563,1,False,False,False,False,True,False,False
49068,6667,1.102625,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
49160,6667,3.104984,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49070,6667,1.108372,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
41208,80,0.0,0.0,0.0,2,0,5417,1,60,0,0,0,False,False,True,False,False,False,False
49160,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49162,6667,3.102734,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49076,6667,1.103122,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
49074,6667,1.080627,75.0,243.0,4,0,1477,8,499,6,563,1,False,False,False,False,True,False,False
123,123,0.001494,48.0,48.0,5,0,836,1,76,1,76,0,True,False,False,False,False,True,False
49078,6667,1.136107,75.0,243.0,4,0,1477,7,447,7,615,1,False,False,False,False,True,False,False
49080,6667,2.111047,75.0,243.0,4,0,102,9,571,7,615,1,False,False,False,False,True,False,False
49162,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49164,6667,3.100741,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49082,6667,0.939867,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
49164,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49166,6667,3.098492,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49166,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49168,6667,3.096478,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49168,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49170,6667,3.094494,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49170,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49092,6667,4.141877,75.0,243.0,4,0,1477,9,567,6,563,1,False,False,False,False,True,False,False
49172,6667,3.092253,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49172,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49176,6667,3.090257,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
41242,80,4.711562,150.0,110211.0,5,0,1,82,4802,81,114431,0,False,False,True,False,False,False,False
41246,80,3.081252,0.0,0.0,2,0,5417,3,180,0,0,0,False,False,True,False,False,False,False
49176,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
123,123,0.001499,48.0,48.0,5,0,836,1,76,1,76,0,True,False,False,False,False,True,False
49180,6667,3.087983,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
41246,80,0.0,0.0,0.0,2,0,5417,1,60,0,0,0,False,False,True,False,False,False,False
49180,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
41246,80,0.0,0.0,0.0,2,0,5417,1,60,0,0,0,False,False,True,False,False,False,False
49182,6667,3.085999,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49100,6667,4.087672,75.0,234.0,4,0,1477,11,671,7,606,1,False,False,False,False,True,False,False
49102,6667,4.219365,75.0,243.0,4,0,1477,9,567,7,615,1,False,False,False,False,True,False,False
49184,6667,3.082245,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49184,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
41246,80,1.160585,151.0,112443.0,5,5792,2,78,4395,78,110715,0,False,False,True,False,False,False,False
49186,6667,3.08024,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49186,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49188,6667,3.15795,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
49194,6667,3.13422,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49194,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49196,6667,3.131232,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49112,6667,0.929956,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
123,123,0.039212,48.0,48.0,5,0,836,1,76,1,76,0,True,False,False,False,False,True,False
49196,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49198,6667,3.129217,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49198,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49200,6667,3.12747,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49200,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49122,6667,4.083416,75.0,243.0,4,0,1477,9,567,6,563,1,False,False,False,False,True,False,False
49216,6667,1.016172,60.0,124.0,1,0,48,5,328,4,328,1,False,False,False,False,True,False,False
49218,6667,1.01842,60.0,124.0,1,0,48,5,328,4,328,1,False,False,False,False,True,False,False
49232,6667,3.157953,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
123,123,0.002745,48.0,48.0,5,0,836,1,76,1,76,0,True,False,False,False,False,True,False
49232,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49234,6667,3.154717,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49132,6667,2.150024,75.0,243.0,4,0,1477,8,499,7,615,1,False,False,False,False,True,False,False
49234,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49236,6667,3.147708,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49136,6667,1.019934,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
49236,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49238,6667,3.143966,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49238,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49240,6667,3.141963,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49240,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49242,6667,3.13996,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49148,6667,2.080597,75.0,243.0,4,0,1477,8,507,6,563,1,False,False,False,False,True,False,False
49242,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49150,6667,1.66157,75.0,243.0,4,0,1477,7,447,7,615,1,False,False,False,False,True,False,False
49244,6667,3.137972,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49244,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
123,123,0.001734,48.0,48.0,5,0,836,1,76,1,76,0,True,False,False,False,False,True,False
49246,6667,3.132727,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49246,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49156,6667,1.083387,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
49158,6667,4.221601,75.0,243.0,4,0,1477,9,567,7,615,1,False,False,False,False,True,False,False
49252,6667,3.130481,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
49252,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
49254,6667,3.128209,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
