id.orig_p,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
49094,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49096,6667,tcp,irc,3.081995,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49096,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49098,6667,tcp,irc,3.1597,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49098,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
41154,80,tcp,http,0.0,0.0,0.0,S0,0,S,1,60,0,0,Benign
49104,6667,tcp,irc,3.095753,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49104,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49106,6667,tcp,irc,3.093494,0.0,0.0,S0,0,S,3,180,0,0,Malicious
123,123,udp,ntp,0.001746,48.0,48.0,SF,0,Dd,1,76,1,76,Benign
49012,6667,tcp,irc,1.329994,75.0,243.0,S3,0,ShAdDaf,8,559,7,627,Malicious
49106,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49108,6667,tcp,irc,3.091487,0.0,0.0,S0,0,S,3,180,0,0,Malicious
123,123,udp,ntp,0.0,0.0,0.0,S0,0,D,1,76,0,0,Benign
123,123,udp,ntp,0.0,0.0,0.0,S0,0,D,1,76,0,0,Benign
49108,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49110,6667,tcp,irc,3.089256,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49110,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49112,6667,tcp,irc,3.087235,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49114,6667,tcp,irc,3.109975,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49114,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49116,6667,tcp,irc,3.107967,0.0,0.0,S0,0,S,3,180,0,0,Malicious
41186,80,tcp,http,3.118724,0.0,0.0,S0,0,S,3,180,0,0,Benign
49116,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49120,6667,tcp,irc,3.105494,0.0,0.0,S0,0,S,3,180,0,0,Malicious
41186,80,tcp,http,0.0,0.0,0.0,S0,0,S,1,60,0,0,Benign
49120,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
123,123,udp,ntp,0.001498,48.0,48.0,SF,0,Dd,1,76,1,76,Benign
41186,80,tcp,http,0.0,0.0,0.0,S0,0,S,1,60,0,0,Benign
49124,6667,tcp,irc,3.144719,0.0,0.0,S0,0,S,3,180,0,0,Malicious
123,123,udp,ntp,0.0,0.0,0.0,S0,0,D,1,76,0,0,Benign
49124,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49126,6667,tcp,irc,3.142724,0.0,0.0,S0,0,S,3,180,0,0,Malicious
41186,80,tcp,http,0.0,0.0,0.0,S0,0,S,1,60,0,0,Benign
49126,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49128,6667,tcp,irc,3.140713,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49128,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49130,6667,tcp,irc,3.138715,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49130,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49132,6667,tcp,irc,3.136714,0.0,0.0,S0,0,S,3,180,0,0,Malicious
41186,80,tcp,http,1.143354,152.0,100178.0,SF,2896,ShADacdtfF,73,4696,71,100982,Benign
49136,6667,tcp,irc,3.118474,0.0,0.0,S0,0,S,3,180,0,0,Malicious
41202,80,tcp,http,1.958139,149.0,83792.0,SF,5792,ShADadtctfFR,67,4033,61,85524,Benign
49042,6667,tcp,irc,1.080627,75.0,243.0,S3,0,ShAdDaf,7,447,6,563,Malicious
49044,6667,tcp,irc,1.105621,74.0,242.0,S3,0,ShAdDaf,7,446,6,562,Malicious
41206,80,tcp,http,4.16038,149.0,103381.0,SF,5792,ShADadtctfF,75,4309,72,101341,Benign
41208,80,tcp,http,3.118976,0.0,0.0,S0,0,S,3,180,0,0,Benign
49046,6667,tcp,irc,4.562408,75.0,243.0,S3,0,ShAdDaf,9,567,7,615,Malicious
49142,6667,tcp,irc,3.106482,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49048,6667,tcp,irc,2.141281,75.0,243.0,S3,0,ShAdDaf,8,507,7,615,Malicious
41208,80,tcp,http,0.0,0.0,0.0,S0,0,S,1,60,0,0,Benign
123,123,udp,ntp,0.046954,48.0,48.0,SF,0,Dd,1,76,1,76,Benign
49142,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49144,6667,tcp,irc,3.104485,0.0,0.0,S0,0,S,3,180,0,0,Malicious
41208,80,tcp,http,0.0,0.0,0.0,S0,0,S,1,60,0,0,Benign
123,123,udp,ntp,0.0,0.0,0.0,S0,0,D,1,76,0,0,Benign
49144,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49146,6667,tcp,irc,3.102483,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49146,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
41208,80,tcp,http,0.0,0.0,0.0,S0,0,S,1,60,0,0,Benign
49152,6667,tcp,irc,3.12773,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49152,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49058,6667,tcp,irc,2.106538,75.0,243.0,S3,0,ShAdDaf,8,507,6,563,Malicious
49154,6667,tcp,irc,3.125718,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49154,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49064,6667,tcp,irc,1.085384,74.0,242.0,S3,0,ShAdDaf,7,446,6,562,Malicious
49062,6667,tcp,irc,1.085865,75.0,243.0,S3,0,ShAdDaf,8,499,6,563,Malicious
49066,6667,tcp,irc,2.080571,75.0,243.0,S3,0,ShAdDaf,8,507,6,563,Malicious
49068,6667,tcp,irc,1.102625,75.0,243.0,S3,0,ShAdDaf,7,447,6,563,Malicious
49160,6667,tcp,irc,3.104984,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49070,6667,tcp,irc,1.108372,75.0,243.0,S3,0,ShAdDaf,7,447,6,563,Malicious
41208,80,tcp,http,0.0,0.0,0.0,S0,0,S,1,60,0,0,Benign
49160,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49162,6667,tcp,irc,3.102734,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49076,6667,tcp,irc,1.103122,75.0,243.0,S3,0,ShAdDaf,7,447,6,563,Malicious
49074,6667,tcp,irc,1.080627,75.0,243.0,S3,0,ShAdDaf,8,499,6,563,Malicious
123,123,udp,ntp,0.001494,48.0,48.0,SF,0,Dd,1,76,1,76,Benign
49078,6667,tcp,irc,1.136107,75.0,243.0,S3,0,ShAdDaf,7,447,7,615,Malicious
49080,6667,tcp,irc,2.111047,75.0,243.0,S3,0,ShAdDaft,9,571,7,615,Malicious
49162,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49164,6667,tcp,irc,3.100741,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49082,6667,tcp,irc,0.939867,75.0,243.0,S3,0,ShAdDaf,7,447,6,563,Malicious
49164,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49166,6667,tcp,irc,3.098492,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49166,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49168,6667,tcp,irc,3.096478,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49168,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49170,6667,tcp,irc,3.094494,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49170,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49092,6667,tcp,irc,4.141877,75.0,243.0,S3,0,ShAdDaf,9,567,6,563,Malicious
49172,6667,tcp,irc,3.092253,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49172,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49176,6667,tcp,irc,3.090257,0.0,0.0,S0,0,S,3,180,0,0,Malicious
41242,80,tcp,http,4.711562,150.0,110211.0,SF,0,ShADadttfF,82,4802,81,114431,Benign
41246,80,tcp,http,3.081252,0.0,0.0,S0,0,S,3,180,0,0,Benign
49176,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
123,123,udp,ntp,0.001499,48.0,48.0,SF,0,Dd,1,76,1,76,Benign
49180,6667,tcp,irc,3.087983,0.0,0.0,S0,0,S,3,180,0,0,Malicious
41246,80,tcp,http,0.0,0.0,0.0,S0,0,S,1,60,0,0,Benign
49180,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
41246,80,tcp,http,0.0,0.0,0.0,S0,0,S,1,60,0,0,Benign
49182,6667,tcp,irc,3.085999,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49100,6667,tcp,irc,4.087672,75.0,234.0,S3,0,ShAdDaf,11,671,7,606,Malicious
49102,6667,tcp,irc,4.219365,75.0,243.0,S3,0,ShAdDaf,9,567,7,615,Malicious
49184,6667,tcp,irc,3.082245,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49184,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
41246,80,tcp,http,1.160585,151.0,112443.0,SF,5792,ShADacdtfF,78,4395,78,110715,Benign
49186,6667,tcp,irc,3.08024,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49186,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49188,6667,tcp,irc,3.15795,0.0,0.0,S0,0,S,3,180,0,0,Malicious
123,123,udp,ntp,0.0,0.0,0.0,S0,0,D,1,76,0,0,Benign
49194,6667,tcp,irc,3.13422,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49194,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49196,6667,tcp,irc,3.131232,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49112,6667,tcp,irc,0.929956,75.0,243.0,S3,0,ShAdDaf,7,447,6,563,Malicious
123,123,udp,ntp,0.039212,48.0,48.0,SF,0,Dd,1,76,1,76,Benign
49196,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49198,6667,tcp,irc,3.129217,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49198,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49200,6667,tcp,irc,3.12747,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49200,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49122,6667,tcp,irc,4.083416,75.0,243.0,S3,0,ShAdDaf,9,567,6,563,Malicious
49216,6667,tcp,irc,1.016172,60.0,124.0,RSTR,0,ShAdfDr,5,328,4,328,Malicious
49218,6667,tcp,irc,1.01842,60.0,124.0,RSTR,0,ShAdfDr,5,328,4,328,Malicious
49232,6667,tcp,irc,3.157953,0.0,0.0,S0,0,S,3,180,0,0,Malicious
123,123,udp,ntp,0.002745,48.0,48.0,SF,0,Dd,1,76,1,76,Benign
49232,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49234,6667,tcp,irc,3.154717,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49132,6667,tcp,irc,2.150024,75.0,243.0,S3,0,ShAdDaf,8,499,7,615,Malicious
49234,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49236,6667,tcp,irc,3.147708,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49136,6667,tcp,irc,1.019934,75.0,243.0,S3,0,ShAdDaf,7,447,6,563,Malicious
49236,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49238,6667,tcp,irc,3.143966,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49238,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49240,6667,tcp,irc,3.141963,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49240,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49242,6667,tcp,irc,3.13996,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49148,6667,tcp,irc,2.080597,75.0,243.0,S3,0,ShAdDaf,8,507,6,563,Malicious
49242,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49150,6667,tcp,irc,1.66157,75.0,243.0,S3,0,ShAdDaf,7,447,7,615,Malicious
49244,6667,tcp,irc,3.137972,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49244,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
123,123,udp,ntp,0.001734,48.0,48.0,SF,0,Dd,1,76,1,76,Benign
49246,6667,tcp,irc,3.132727,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49246,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49156,6667,tcp,irc,1.083387,75.0,243.0,S3,0,ShAdDaf,7,447,6,563,Malicious
49158,6667,tcp,irc,4.221601,75.0,243.0,S3,0,ShAdDaf,9,567,7,615,Malicious
49252,6667,tcp,irc,3.130481,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49252,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49254,6667,tcp,irc,3.128209,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49254,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49260,6667,tcp,irc,3.128457,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49260,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
123,123,udp,ntp,0.0,0.0,0.0,S0,0,D,1,76,0,0,Benign
123,123,udp,ntp,0.001482,48.0,48.0,SF,0,Dd,1,76,1,76,Benign
49272,6667,tcp,irc,3.143209,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49278,6667,tcp,irc,3.102733,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49278,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49286,6667,tcp,irc,3.108978,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49286,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49288,6667,tcp,irc,3.099733,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49182,6667,tcp,irc,0.959951,75.0,243.0,S3,0,ShAdDaf,7,447,6,563,Malicious
49288,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49290,6667,tcp,irc,3.097997,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49290,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
49292,6667,tcp,irc,3.083488,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49292,6667,tcp,irc,0.0,0.0,0.0,S0,0,S,1,60,0,0,Malicious
123,123,udp,ntp,0.001498,48.0,48.0,SF,0,Dd,1,76,1,76,Benign
49296,6667,tcp,irc,3.114245,0.0,0.0,S0,0,S,3,180,0,0,Malicious
49188,6667,tcp,irc,1.280022,75.0,243.0,S3,0,ShAdDaf,7,447,7,615,Malicious
49190,6667,tcp,irc,2.12779,75.0,243.0,S3,0,ShAdDaf,8,507,6,563,Malicious
